vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,page,textbook
添付する,てんぷする,to attach,,履歴書（りれきしょ）のファイルをメールに添付（てんぷ）する。,to attach the resume file to the email.,,17,35,できる日本語 中級 本冊
ファイル,ファイル,file,,,,,17,35,できる日本語 中級 本冊
ご無沙汰しております,ごぶさたしております,Sorry I haven't been in touch for a long time.,,,,,17,35,できる日本語 中級 本冊
貴社,きしゃ,your company (honorific),your (esteemed) company (written honorific),,,,17,35,できる日本語 中級 本冊
乗る,のる,to give,,,,（相談に乗る）to give (to give advice),17,35,できる日本語 中級 本冊
収集する,しゅうしゅうする,to collect,"to collect / gather (data, items, trash)",ごみを分別（ぶんべつ）して収集（しゅうしゅう）する。,Trash is sorted and collected.,,18,36,できる日本語 中級 本冊
自治体,じちたい,local government,a local government / municipality,自治体（じちたい）がごみの処理（しょり）を行（おこな）う。,The municipality handles waste disposal.,,18,36,できる日本語 中級 本冊
環境省,かんきょうしょう,Ministry of the Environment,,,,,18,36,できる日本語 中級 本冊
～弱,～じゃく,just less than,,,,（１キロ弱）just less than (just less than 1 kilo),18,36,できる日本語 中級 本冊
年間,ねんかん,yearly,annual / per year; a span of years,年間（ねんかん）の二酸化炭素（にさんかたんそ）排出量（はいしゅつりょう）を調（しら）べる。,to look into annual CO2 emissions.,,18,36,できる日本語 中級 本冊
総～,そう～,total,,,,（総排出量）total (total emissions volume),18,36,できる日本語 中級 本冊
排出する,はいしゅつする,to emit,"to emit / discharge (gas, waste)",工場（こうじょう）が大量（たいりょう）のガスを排出（はいしゅつ）する。,The factory emits a lot of gas.,,18,36,できる日本語 中級 本冊
～トン,～トン,tonne,,,,（２トン）tonne (2 tonnes),18,36,できる日本語 中級 本冊
～台,～だい,counter for vehicles,,,,"（2,200万台）counter for vehicles (22 million trucks)",18,36,できる日本語 中級 本冊
推移する,すいいする,to transition,to shift / change over time / trend,人口（じんこう）が今後（こんご）どう推移（すいい）するか予測（よそく）する。,to predict how the population will change over time.,,18,36,できる日本語 中級 本冊
だが,だが,however,however / but (formal/written),努力（どりょく）した。だが、結果（けっか）は出（で）なかった。,"I tried hard. However, no results came.",,18,36,できる日本語 中級 本冊
四国,しこく,Shikoku,,,,,18,36,できる日本語 中級 本冊
山間部,さんかんぶ,mountainous region,a mountainous area / the mountains,山間部（さんかんぶ）の小（ちい）さな村（むら）に住（す）む。,to live in a small village in the mountains.,,18,36,できる日本語 中級 本冊
資源,しげん,resource,resources (natural or recyclable),限（かぎ）られた資源（しげん）を大切（たいせつ）に使（つか）う。,to use limited resources carefully.,,18,36,できる日本語 中級 本冊
住民,じゅうみん,residents,residents / inhabitants,地域（ちいき）の住民（じゅうみん）が協力（きょうりょく）してごみを減（へ）らす。,Local residents work together to reduce waste.,,18,36,できる日本語 中級 本冊
～種,～しゅ,type,,,,（34種）type (34 types),18,36,できる日本語 中級 本冊
設ける,もうける,to provide,"to set up / establish / provide (a place, system)",ごみを分別（ぶんべつ）する場所（ばしょ）を設（もう）ける。,to set up a place for sorting trash.,,18,36,できる日本語 中級 本冊
持ち込む,もちこむ,to take to (a place),to bring in / carry into,資源（しげん）ごみを回収場所（かいしゅうばしょ）に持（も）ち込（こ）む。,to bring recyclables to the collection point.,,18,36,できる日本語 中級 本冊
宣言する,せんげんする,to declare,,町（まち）が「ごみゼロ」を宣言（せんげん）する。,The town declares 'zero waste.',,18,36,できる日本語 中級 本冊
大地,だいち,land,the earth / the (great) land,豊（ゆた）かな大地（だいち）を子供（こども）たちに残（のこ）す。,to leave the rich land to the children.,,18,36,できる日本語 中級 本冊
継承する,けいしょうする,to inherit,"to inherit / carry on (a tradition, land)",伝統（でんとう）を次（つぎ）の世代（せだい）に継承（けいしょう）する。,to pass tradition on to the next generation.,,18,36,できる日本語 中級 本冊
ゼロ,ゼロ,zero,,,,,18,36,できる日本語 中級 本冊
決意する,けついする,to decide,to resolve / make up one's mind,ごみを減（へ）らすことを固（かた）く決意（けつい）する。,to firmly resolve to reduce waste.,,18,36,できる日本語 中級 本冊
～づくり,～づくり,creating,,,,（人づくり）creating (creating human resources),18,36,できる日本語 中級 本冊
努める,つとめる,to work hard,to strive / make an effort (to do),環境（かんきょう）を守（まも）ることに努（つと）める。,to strive to protect the environment.,,18,36,できる日本語 中級 本冊
焼却する,しょうきゃくする,to incinerate,,集（あつ）めたごみを焼却（しょうきゃく）する。,to incinerate the collected trash.,,18,36,できる日本語 中級 本冊
処分する,しょぶんする,to dispose of,to dispose of / get rid of,古（ふる）い家具（かぐ）をまとめて処分（しょぶん）する。,to dispose of all the old furniture at once.,,18,36,できる日本語 中級 本冊
最善,さいぜん,utmost,the best / one's utmost,できる限（かぎ）り最善（さいぜん）を尽（つ）くす。,to do one's very best.,,18,36,できる日本語 中級 本冊
そもそも,そもそも,in the first place,to begin with / in the first place,そもそもごみを出（だ）さないことが一番（いちばん）大切（たいせつ）だ。,Not producing waste in the first place matters most.,,18,36,できる日本語 中級 本冊
リサイクルする,リサイクルする,to recycle,,,,,18,36,できる日本語 中級 本冊
もたらす,もたらす,to bring about,to bring about / cause / give rise to,便利（べんり）な技術（ぎじゅつ）が新（あたら）しい問題（もんだい）をもたらす。,Convenient technology brings new problems.,,18,36,できる日本語 中級 本冊
無駄遣いする,むだづかいする,"to waste, squander","to waste / squander (money, resources)",水（みず）や電気（でんき）を無駄遣（むだづか）いしない。,Don't waste water or electricity.,,18,36,できる日本語 中級 本冊
有害（な）,ゆうがい,"harmful, toxic",harmful / toxic,有害（ゆうがい）な物質（ぶっしつ）を川（かわ）に流（なが）さない。,Don't release toxic substances into the river.,,18,36,できる日本語 中級 本冊
物質,ぶっしつ,substance,a substance / material,煙（けむり）には有害（ゆうがい）な物質（ぶっしつ）が含（ふく）まれる。,The smoke contains harmful substances.,,18,36,できる日本語 中級 本冊
水質,すいしつ,water quality,,川（かわ）の水質（すいしつ）を定期的（ていきてき）に調（しら）べる。,to test the river's water quality regularly.,,18,36,できる日本語 中級 本冊
悪影響,あくえいきょう,adverse effect,a bad / adverse effect,ごみが環境（かんきょう）に悪影響（あくえいきょう）を与（あた）える。,Trash has an adverse effect on the environment.,,18,36,できる日本語 中級 本冊
～自体,～じたい,itself,,,,（仕組み自体）itself (the structure itself),18,36,できる日本語 中級 本冊
請け負う,うけおう,to take on a contract (for work),to take on (a job under contract); undertake,会社（かいしゃ）が町（まち）のごみ収集（しゅうしゅう）を請（う）け負（お）う。,A company takes on the town's trash collection.,,18,36,できる日本語 中級 本冊
法人,ほうじん,corporation,a legal entity / corporation,環境（かんきょう）を守（まも）るためにNPO法人（ほうじん）を設立（せつりつ）する。,to set up an NPO to protect the environment.,,18,36,できる日本語 中級 本冊
設立する,せつりつする,to establish,,若者（わかもの）が新（あたら）しい団体（だんたい）を設立（せつりつ）した。,Young people founded a new organization.,,18,36,できる日本語 中級 本冊
運営する,うんえいする,to operate,to run / operate / manage (an organization),住民（じゅうみん）がリサイクル施設（しせつ）を運営（うんえい）する。,Residents run the recycling facility.,,18,36,できる日本語 中級 本冊
町内,ちょうない,in the town,within the neighborhood / town,町内（ちょうない）の清掃活動（せいそうかつどう）に参加（さんか）する。,to take part in the neighborhood cleanup.,,18,36,できる日本語 中級 本冊
パトロールする,パトロールする,to patrol,,,,,18,36,できる日本語 中級 本冊
こうして,こうして,in this way,in this way / thus,こうして町（まち）のごみは少（すこ）しずつ減（へ）っていった。,"In this way, the town's trash gradually decreased.",,18,36,できる日本語 中級 本冊
意識,いしき,awareness,awareness / consciousness,住民（じゅうみん）の環境（かんきょう）への意識（いしき）が高（たか）まった。,Residents' environmental awareness rose.,,18,36,できる日本語 中級 本冊
絶え間ない,たえまない,constantly,constant / ceaseless / unending,絶（た）え間（ま）ない努力（どりょく）が成果（せいか）につながる。,Constant effort leads to results.,,18,36,できる日本語 中級 本冊
そのもの,そのもの,itself,itself / the very thing,便利（べんり）な暮（く）らしそのものを見直（みなお）す必要（ひつよう）がある。,We need to rethink the convenient lifestyle itself.,,18,36,できる日本語 中級 本冊
問い,とい,question,a question / query,この本（ほん）は読者（どくしゃ）に重（おも）い問（と）いを投（な）げかける。,This book poses a weighty question to readers.,,18,36,できる日本語 中級 本冊
投げかける,なげかける,to raise,"to throw out / pose (a question, doubt)",社会（しゃかい）に問題（もんだい）を投（な）げかける。,to raise an issue to society.,,18,36,できる日本語 中級 本冊
二酸化炭素,にさんかたんそ,carbon dioxide,,,,,18,36,できる日本語 中級 本冊
大気,たいき,air,the atmosphere / air,車（くるま）の排気（はいき）ガスが大気（たいき）を汚（よご）す。,Car exhaust pollutes the air.,,18,36,できる日本語 中級 本冊
汚染する,おせんする,to pollute,,工場（こうじょう）の排水（はいすい）が川（かわ）を汚染（おせん）する。,Factory wastewater pollutes the river.,,18,36,できる日本語 中級 本冊
排気ガス,はいきガス,exhaust fumes,,車（くるま）の排気（はいき）ガスを減（へ）らす工夫（くふう）をする。,We find ways to cut car exhaust.,,18,36,できる日本語 中級 本冊
森林,しんりん,forest,,森林（しんりん）を守（まも）ることは地球（ちきゅう）を守（まも）ることだ。,Protecting forests is protecting the planet.,,18,36,できる日本語 中級 本冊
砂漠,さばく,desert,,,,,18,36,できる日本語 中級 本冊
野生生物,やせいせいぶつ,wild animals,wildlife / wild creatures,開発（かいはつ）で野生生物（やせいせいぶつ）のすみかが減（へ）る。,Development reduces wildlife habitats.,,18,36,できる日本語 中級 本冊
エコライフ,エコライフ,eco-living,,,,,18,36,できる日本語 中級 本冊
～フェア,～フェア,fair,,,,（エコライフフェア）fair (eco-living fair),18,36,できる日本語 中級 本冊
アドバイザー,アドバイザー,adviser,,,,,18,36,できる日本語 中級 本冊
省エネ,しょうエネ,energy-saving,,家庭（かてい）でできる省（しょう）エネに取（と）り組（く）む。,I work on energy-saving I can do at home.,,18,36,できる日本語 中級 本冊
節電する,せつでんする,to save electricity,,こまめに電気（でんき）を消（け）して節電（せつでん）する。,I save electricity by turning off lights diligently.,,18,36,できる日本語 中級 本冊
植物,しょくぶつ,plant,,窓辺（まどべ）に植物（しょくぶつ）を置（お）いて部屋（へや）を涼（すず）しくする。,I put plants by the window to keep the room cool.,,18,36,できる日本語 中級 本冊
壁際,かべぎわ,against a wall,by / against the wall,壁際（かべぎわ）にゴーヤを植（う）えて日差（ひざ）しを防（ふせ）ぐ。,to plant bitter gourd by the wall to block the sun.,,18,36,できる日本語 中級 本冊
減らす,へらす,to reduce,,一人一人（ひとりひとり）がごみの量（りょう）を減（へ）らす。,Each person reduces the amount of trash.,,18,36,できる日本語 中級 本冊
ゴーヤ,ゴーヤ,bitter gourd,,,,,18,36,できる日本語 中級 本冊
葉,は,leaf,,ゴーヤの葉（は）が強（つよ）い日差（ひざ）しを防（ふせ）ぐ。,The bitter-gourd leaves block the strong sunlight.,,18,36,できる日本語 中級 本冊
防ぐ,ふせぐ,to prevent,to prevent / protect against / block,植物（しょくぶつ）で日差（ひざ）しを防（ふせ）ぐ。,to block the sunlight with plants.,,18,36,できる日本語 中級 本冊
向き,むき,orientation,,,,（部屋の向き）orientation (the orientation of a room),18,36,できる日本語 中級 本冊
時間帯,じかんたい,the time of day,a time slot / time of day / period,電気（でんき）を使（つか）う時間帯（じかんたい）をずらす。,to shift the time of day you use electricity.,,18,37,できる日本語 中級 本冊
頼る,たよる,to depend on,to rely / depend on,エアコンに頼（たよ）りすぎないようにする。,I try not to rely too much on the AC.,,18,37,できる日本語 中級 本冊
実,み,fruit,fruit / a (plant's) fruit or nut,秋（あき）になると木（き）に実（み）がなる。,In autumn the tree bears fruit.,,18,37,できる日本語 中級 本冊
分別する,ぶんべつする,to separate (rubbish),,ごみをきちんと分別（ぶんべつ）して出（だ）す。,I sort the trash properly before putting it out.,,18,37,できる日本語 中級 本冊
反省する,はんせいする,to repent,to reflect on / regret (one's actions),電気（でんき）の無駄遣（むだづか）いを反省（はんせい）する。,I reflect on my wasteful use of electricity.,,18,37,できる日本語 中級 本冊
再利用する,さいりようする,to re-use,,片面（かためん）だけ使（つか）った紙（かみ）を再利用（さいりよう）する。,to reuse paper used on only one side.,,18,37,できる日本語 中級 本冊
不要（な）,ふよう,unwanted,unneeded / unnecessary,不要（ふよう）な物（もの）を思（おも）い切（き）って捨（す）てる。,to boldly throw out unneeded things.,,18,37,できる日本語 中級 本冊
新品,しんぴん,brand new,,新品（しんぴん）同様（どうよう）の自転車（じてんしゃ）を譲（ゆず）る。,I give away a bicycle that's like new.,,18,37,できる日本語 中級 本冊
同様（な）,どうよう,same,the same / similar / likewise,前回（ぜんかい）と同様（どうよう）の方法（ほうほう）でやる。,I do it the same way as last time.,,18,37,できる日本語 中級 本冊
貼り紙,はりがみ,poster,a posted notice / sign,掲示板（けいじばん）に貼（は）り紙（がみ）をする。,to put up a notice on the board.,,18,37,できる日本語 中級 本冊
タイヤ,タイヤ,tire,,,,,18,37,できる日本語 中級 本冊
タイプ,タイプ,type,,,,,18,37,できる日本語 中級 本冊
伺う,うかがう,to drop by (humble),,,,（取りに伺う）to drop by (to drop by and pick up) (humble),18,37,できる日本語 中級 本冊
暴力,ぼうりょく,violence,,どんな理由（りゆう）があっても暴力（ぼうりょく）は許（ゆる）されない。,"Whatever the reason, violence is not allowed.",,18,37,できる日本語 中級 本冊
外出する,がいしゅつする,to go out,,ひどい雨（あめ）なので今日（きょう）は外出（がいしゅつ）しない。,"It's pouring, so I won't go out today.",,18,37,できる日本語 中級 本冊
大学祭,だいがくさい,university festival,,,,,18,37,できる日本語 中級 本冊
パネル,パネル,panel,,,,,18,37,できる日本語 中級 本冊
トキ,トキ,Japanese crested ibis (bird),,,,,18,37,できる日本語 中級 本冊
学名,がくめい,scientific name,,,,,18,37,できる日本語 中級 本冊
人里,ひとざと,human dwelling,inhabited area / where people live,えさを求（もと）めて動物（どうぶつ）が人里（ひとざと）に下（お）りてくる。,Animals come down to inhabited areas seeking food.,,18,37,できる日本語 中級 本冊
田んぼ,たんぼ,rice field,,田（た）んぼで稲（いね）を育（そだ）てる。,to grow rice in the paddy.,,18,37,できる日本語 中級 本冊
木材,もくざい,timber,,家（いえ）を建（た）てるための木材（もくざい）を運（はこ）ぶ。,to carry timber for building a house.,,18,37,できる日本語 中級 本冊
まき,まき,log,firewood,ストーブにまきをくべる。,to put firewood in the stove.,,18,37,できる日本語 中級 本冊
採る,とる,to gather,to gather / harvest / take (resources),山（やま）で山菜（さんさい）を採（と）る。,to gather wild vegetables in the mountains.,,18,37,できる日本語 中級 本冊
巣,す,nest,,鳥（とり）が木（き）の上（うえ）に巣（す）を作（つく）る。,Birds build a nest up in the tree.,,18,37,できる日本語 中級 本冊
稲,いね,rice plant,,秋（あき）に黄金色（こがねいろ）の稲（いね）を刈（か）る。,to harvest the golden rice in autumn.,,18,37,できる日本語 中級 本冊
踏みつける,ふみつける,to step on,to trample / stomp on,道（みち）の草花（くさばな）を踏（ふ）みつけないようにする。,I try not to trample the roadside flowers.,,18,37,できる日本語 中級 本冊
害鳥,がいちょう,pest (bird),,,,,18,37,できる日本語 中級 本冊
羽,はね,feather,,地面（じめん）に鳥（とり）の羽（はね）が落（お）ちていた。,A bird's feather had fallen on the ground.,,18,37,できる日本語 中級 本冊
狩猟する,しゅりょうする,to hunt,,昔（むかし）の人（ひと）は鳥（とり）や動物（どうぶつ）を狩猟（しゅりょう）していた。,People long ago hunted birds and animals.,,18,37,できる日本語 中級 本冊
乱獲する,らんかくする,to overhunt,to overhunt / over-harvest,魚（さかな）を乱獲（らんかく）すると数（かず）が減（へ）る。,Overfishing reduces fish numbers.,,18,37,できる日本語 中級 本冊
工業,こうぎょう,industry,,この地域（ちいき）は工業（こうぎょう）が発展（はってん）している。,Industry has developed in this region.,,18,37,できる日本語 中級 本冊
破壊する,はかいする,to destroy,,開発（かいはつ）が自然（しぜん）を破壊（はかい）する。,Development destroys nature.,,18,37,できる日本語 中級 本冊
半島,はんとう,peninsula,,,,,18,37,できる日本語 中級 本冊
～羽,～わ,counter for birds,,,,（５羽）counter for birds (5 birds),18,37,できる日本語 中級 本冊
絶滅する,ぜつめつする,to become extinct,,その鳥（とり）は今（いま）絶滅（ぜつめつ）しかけている。,That bird is now on the verge of extinction.,,18,37,できる日本語 中級 本冊
救う,すくう,to save,to save / rescue (from danger),絶滅（ぜつめつ）から動物（どうぶつ）を救（すく）う。,to save animals from extinction.,,18,37,できる日本語 中級 本冊
保護する,ほごする,to protect,,法律（ほうりつ）で野生動物（やせいどうぶつ）を保護（ほご）する。,Wildlife is protected by law.,,18,37,できる日本語 中級 本冊
寸前,すんぜん,just before,on the verge of / just before,絶滅（ぜつめつ）寸前（すんぜん）の生（い）き物（もの）を守（まも）る。,to protect creatures on the brink of extinction.,,18,37,できる日本語 中級 本冊
追い込む,おいこむ,to drive to,to drive / corner (into a state),乱獲（らんかく）が魚（さかな）を絶滅（ぜつめつ）に追（お）い込（こ）む。,Overfishing drives fish to extinction.,,18,37,できる日本語 中級 本冊
生き物,いきもの,creature,,小（ちい）さな生（い）き物（もの）の命（いのち）も大切（たいせつ）にする。,We cherish the lives of small creatures too.,,18,37,できる日本語 中級 本冊
手を打つ,てをうつ,to take measures,to take action / measures (idiom),問題（もんだい）が大（おお）きくなる前（まえ）に手（て）を打（う）つ。,to take action before the problem grows.,,18,37,できる日本語 中級 本冊
深刻（な）,しんこく,serious,serious / grave (problem),環境問題（かんきょうもんだい）はますます深刻（しんこく）になっている。,Environmental problems are getting more serious.,,18,37,できる日本語 中級 本冊
さんざん,さんざん,all sorts,thoroughly / terribly / no end of (often negative),準備（じゅんび）でさんざん苦労（くろう）した。,I went through no end of trouble preparing.,,18,37,できる日本語 中級 本冊
どんな,どんな,whatever kind of,,,,（どんな生物でも）whatever kind of (whatever kind of animal),18,37,できる日本語 中級 本冊
湧き水,わきみず,a spring,a spring (of water),山（やま）の湧（わ）き水（みず）はとてもおいしい。,The mountain spring water is delicious.,,18,37,できる日本語 中級 本冊
日本酒,にほんしゅ,Japanese sake,,,,,18,37,できる日本語 中級 本冊
酒蔵,さかぐら,sake brewery,,,,,18,37,できる日本語 中級 本冊
試飲する,しいんする,"to taste (sake, wine, etc.)",to taste / sample (a drink),酒蔵（さかぐら）で日本酒（にほんしゅ）を試飲（しいん）する。,to sample sake at the brewery.,,18,37,できる日本語 中級 本冊
一口,ひとくち,a mouthful,a mouthful / a bite or sip,一口（ひとくち）だけ飲（の）んでみる。,I take just one sip to try it.,,18,37,できる日本語 中級 本冊
蓄える,たくわえる,to store,to store up / save / accumulate,災害（さいがい）に備（そな）えて水（みず）を蓄（たくわ）える。,to store water in case of disaster.,,18,37,できる日本語 中級 本冊
大量（な）,たいりょう,a large quantity of,a large amount / in large quantities,酒（さけ）造（づく）りには大量（たいりょう）の水（みず）が要（い）る。,Sake-making needs a large amount of water.,,18,37,できる日本語 中級 本冊
洪水,こうずい,flood,,大雨（おおあめ）で川（かわ）があふれ、洪水（こうずい）が起（お）きた。,Heavy rain overflowed the river and caused a flood.,,18,37,できる日本語 中級 本冊
再生する,さいせいする,to regenerate,to regenerate / restore; to play (media),時間（じかん）をかけて森（もり）が再生（さいせい）する。,Over time the forest regenerates.,,18,37,できる日本語 中級 本冊
年月,ねんげつ,time (months and years),time / years (a long span),長（なが）い年月（ねんげつ）をかけて自然（しぜん）が回復（かいふく）する。,Nature recovers over many long years.,,18,37,できる日本語 中級 本冊
大型,おおがた,large-scale,large-scale / large-size,大型（おおがた）の台風（たいふう）が近（ちか）づいている。,A large typhoon is approaching.,,18,37,できる日本語 中級 本冊
