vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
比べる,くらべる,compare,to compare,2つの国を比べます。,I compare two countries.,,15,1,24,できる日本語 初中級 本冊
汚い,きたない,dirty,dirty,この川はとても汚いです。,This river is very dirty.,,15,1,24,できる日本語 初中級 本冊
ほとんど,,hardly,hardly / almost not,昔に比べて、今は雪がほとんど降りません。,Compared to the past, it hardly snows now.,,15,1,24,できる日本語 初中級 本冊
クッキー,,cookie,cookie,手作りのクッキーを焼きました。,I baked handmade cookies.,,15,2,24,できる日本語 初中級 本冊
輸出・する,ゆしゅつ・する,export,to export,日本の車を海外に輸出します。,We export Japanese cars overseas.,,15,2,24,できる日本語 初中級 本冊
インフルエンザ,,"flu, influenza",the flu,インフルエンザにかかりました。,I caught the flu.,,15,2,24,できる日本語 初中級 本冊
円高,えんだか,"strong yen, yen appreciation",strong yen,円高だと輸入品が安くなります。,If the yen is strong, imported goods become cheaper.,,15,2,24,できる日本語 初中級 本冊
気温,きおん,air temperature,temperature (air),今日の気温は低いです。,Today's temperature is low.,,15,2,24,できる日本語 初中級 本冊
立入禁止,たちいりきんし,entry prohibited,no entry / off-limits,ここは立入禁止です。,Entry is prohibited here.,,15,2,24,できる日本語 初中級 本冊
南極,なんきょく,south pole,the South Pole,南極はとても寒いです。,The South Pole is very cold.,,15,2,24,できる日本語 初中級 本冊
北極,ほっきょく,north pole,the North Pole,北極にはシロクマが住んでいます。,Polar bears live in the North Pole.,,15,2,24,できる日本語 初中級 本冊
ダウンロード・する,,download,to download,アプリをダウンロードします。,I download the app.,,15,2,24,できる日本語 初中級 本冊
進む,すすむ,"move forward, advance",to progress,科学が進みました。,Science has progressed.,,15,2,24,できる日本語 初中級 本冊
溶ける,とける,melt,to melt,氷が溶けました。,The ice melted.,,15,2,24,できる日本語 初中級 本冊
減る,へる,"decrease, reduce in number",to decrease,人口が減っています。,The population is decreasing.,,15,2,24,できる日本語 初中級 本冊
欠席・する,けっせき・する,"be absent, not attend",to be absent,病気で学校を欠席しました。,I was absent from school due to illness.,,15,2,24,できる日本語 初中級 本冊
危険（な）,きけん,"dangerous, hazardous",dangerous,この道は危険です。,This road is dangerous.,,15,2,24,できる日本語 初中級 本冊
大変,たいへん,very,terrible / extremely,大変な問題が起きました。,A terrible problem occurred.,,15,2,24,できる日本語 初中級 本冊
しかし,,"however, but",however,値段が高いです。しかし、品質は良いです。,The price is high. However, the quality is good.,,15,2,24,できる日本語 初中級 本冊
どんどん,,more and more,rapidly / more and more,日本語がどんどん上手になりました。,My Japanese rapidly became better.,,15,2,24,できる日本語 初中級 本冊
～によると,,according to ~,according to ~,天気予報によると、明日は雨です。,According to the weather forecast, it will rain tomorrow.,,15,2,24,できる日本語 初中級 本冊
いろんな,,various,various,いろんな人と友達になりました。,I became friends with various people.,,15,もう一度聞こう,24,できる日本語 初中級 本冊
約,やく,"about, approximately",approximately / about,集合時間は約10時です。,The meeting time is approximately 10 o'clock.,,15,もう一度聞こう,24,できる日本語 初中級 本冊
（お）礼,れい,"thanks, appreciation",expression of gratitude / thanks,お礼の手紙を書きました。,I wrote a letter of thanks.,,15,もう一度聞こう,24,できる日本語 初中級 本冊
