"vocab","reading","english","my_meaning","example_jp","example_en","example","lesson","section","page","textbook"
"ガイド・する","","guide","","","","","6","1","10","できる日本語 初中級 本冊"
"観光・する","かんこう・する","go sightseeing, tour","","","","","6","1","10","できる日本語 初中級 本冊"
"出発・する","しゅっぱつ・する","leave, depart","","","","","6","1","10","できる日本語 初中級 本冊"
"キャンプ・する","","camp","","","","","6","1","10","できる日本語 初中級 本冊"
"珍しい","めずらしい","unusual","","","","","6","1","10","できる日本語 初中級 本冊"
"伝統的（な）","でんとうてき","traditional","","","","","6","1","10","できる日本語 初中級 本冊"
"それに","","also, in addition","","","","","6","1","10","できる日本語 初中級 本冊"
"どっち","","which","","","","","6","1","10","できる日本語 初中級 本冊"
"イルカ","","dolphin","","","","","6","2","10","できる日本語 初中級 本冊"
"ショー","","show","","","","","6","2","10","できる日本語 初中級 本冊"
"手袋","てぶくろ","gloves","","","","","6","2","10","できる日本語 初中級 本冊"
"マフラー","","scarf","","","","","6","2","10","できる日本語 初中級 本冊"
"年末","ねんまつ","end of year","","","","","6","2","10","できる日本語 初中級 本冊"
"ガイドブック","","guidebook","","","","","6","2","10","できる日本語 初中級 本冊"
"パーク","","park","","","","","6","2","10","できる日本語 初中級 本冊"
"早割","はやわり","discount for early purchase","","","","","6","2","10","できる日本語 初中級 本冊"
"～中","ちゅう","during ~","","旅行中","during travel","","6","2","10","できる日本語 初中級 本冊"
"取る","とる","take","","休みを取る。","take a vacation","","6","2","10","できる日本語 初中級 本冊"
"ぬれる","","get wet","","","","","6","2","10","できる日本語 初中級 本冊"
"用意・する","ようい・する","prepare","","","","","6","2","10","できる日本語 初中級 本冊"
"伝える","つたえる","tell (someone something)","","","","","6","2","10","できる日本語 初中級 本冊"
"コピー・する","","make a photocopy","","","","","6","2","10","できる日本語 初中級 本冊"
"お願いします","おねがいします","Please (do it).","","","","","6","2","10","できる日本語 初中級 本冊"
"あとで","","later","","","","","6","もう一度聞こう","10","できる日本語 初中級 本冊"
"相手","あいて","the other person","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"習慣","しゅうかん","custom, tradition, habit","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"違い","ちがい","difference","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"驚く","おどろく","surprise","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"失礼（な）","しつれい","rude, impolite","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"もう一度","もういちど","one more time, again","","","","","7","話読聞書","11","できる日本語 初中級 本冊"
"会議","かいぎ","conference, meeting","","","","","7","1","11","できる日本語 初中級 本冊"
"課長","かちょう","section chief","","","","","7","1","11","できる日本語 初中級 本冊"
"社長","しゃちょう","company president","","","","","7","1","11","できる日本語 初中級 本冊"
"ご存じ","ごぞんじ","know (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"どなた","","who (polite)","","","","","7","1","11","できる日本語 初中級 本冊"
"ミステリー","","mystery","","","","","7","1","11","できる日本語 初中級 本冊"
"出身","しゅっしん","hometown, home country","","","","","7","1","11","できる日本語 初中級 本冊"
"ごろ","","around, about","","","","","7","1","11","できる日本語 初中級 本冊"
"いらっしゃる","","come, go, be (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"おっしゃる","","say (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"ご覧になる","ごらんになる","look at, see (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"なさる","","do (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"召し上がる","めしあがる","eat, drink (respectful language)","","","","","7","1","11","できる日本語 初中級 本冊"
"出席・する","しゅっせき・する","attend","","","","","7","1","11","できる日本語 初中級 本冊"
"退院・する","たいいん・する","leave the hospital, be discharged","","","","","7","1","11","できる日本語 初中級 本冊"
"このくらい","","this much","","","","","7","2","11","できる日本語 初中級 本冊"
"皮","かわ","skin, peel","","","","","7","2","11","できる日本語 初中級 本冊"
"キャベツ","","cabbage","","","","","7","2","11","できる日本語 初中級 本冊"
"ジャガイモ","","potato","","","","","7","2","11","できる日本語 初中級 本冊"
"大根","だいこん","Japanese radish","","","","","7","2","11","できる日本語 初中級 本冊"
"タマネギ","","onion","","","","","7","2","11","できる日本語 初中級 本冊"
"ニンジン","","carrot","","","","","7","2","11","できる日本語 初中級 本冊"
"ネギ","","green onion","","","","","7","2","11","できる日本語 初中級 本冊"
"半分","はんぶん","half","","","","","7","2","11","できる日本語 初中級 本冊"
"カップ","","cup","","","","","7","2","11","できる日本語 初中級 本冊"
"クリーム","","cream","","","","","7","2","11","できる日本語 初中級 本冊"
"ゼリー","","jello, gelatin","","","","","7","2","11","できる日本語 初中級 本冊"
"ソース","","sauce","","パスタのソースを作る。","make pasta sauce","","7","2","11","できる日本語 初中級 本冊"
"パスタ","","pasta","","","","","7","2","11","できる日本語 初中級 本冊"
"味","あじ","taste, flavor","","","","","7","2","11","できる日本語 初中級 本冊"
"はちみつ","","honey","","","","","7","2","11","できる日本語 初中級 本冊"
"みそ汁","みそしる","miso soup (traditional Japanese bean paste soup)","","","","","7","2","11","できる日本語 初中級 本冊"
"火","ひ","heat","","","","","7","2","11","できる日本語 初中級 本冊"
"強火","つよび","strong heat","","","","","7","2","11","できる日本語 初中級 本冊"
"弱火","よわび","low heat","","","","","7","2","11","できる日本語 初中級 本冊"
"ルー","","roux, thickening agent for soup or sauce","","","","","7","2","11","できる日本語 初中級 本冊"
"グラム","","gram","","","","","7","2","11","できる日本語 初中級 本冊"
"できあがり","","finished","","","","","7","2","11","できる日本語 初中級 本冊"
"むく","","peel","","","","","7","2","11","できる日本語 初中級 本冊"
"焼く","やく","fry, grill, toast, bake, roast","","","","","7","2","11","できる日本語 初中級 本冊"
"沸かす","わかす","boil (water)","","","","","7","2","11","できる日本語 初中級 本冊"
"冷やす","ひやす","cool","","","","","7","2","11","できる日本語 初中級 本冊"
"煮る","にる","boil (food in water)","","","","","7","2","11","できる日本語 初中級 本冊"
"ゆでる","","boil (food, mostly vegetables or eggs, in water)","","","","","7","2","11","できる日本語 初中級 本冊"
"変わる","かわる","change","","","","","7","2","11","できる日本語 初中級 本冊"
"沸騰・する","ふっとう・する","bring to a boil","","","","","7","2","11","できる日本語 初中級 本冊"
"炒める","いためる","fry","","","","","7","2","11","できる日本語 初中級 本冊"
"厚い","あつい","thick, having wide thickness","","","","","7","2","11","できる日本語 初中級 本冊"
"薄い","うすい","thin, weak","","薄く切ります。 ／ この料理は味が薄いです。","Cut thinly. / This cooking has a weak flavor.","","7","2","11","できる日本語 初中級 本冊"
"濃い","こい","dense, rich, thick","","","","","7","2","11","できる日本語 初中級 本冊"
"細かい","こまかい","fine, small","","","","","7","2","11","できる日本語 初中級 本冊"
"細い","ほそい","narrow","","","","","7","2","11","できる日本語 初中級 本冊"
"弱い","よわい","weak","","","","","7","2","12","できる日本語 初中級 本冊"
"まず","","at first (at beginning of a sentence)","","","","","7","2","12","できる日本語 初中級 本冊"
